_id,title,content,image1,image2,date,__v,video
670bd3d3fd9a252d925a4cf9,Huhuhu Lagott Mahal!,"Sundayyyy!! Meansss simba day withh myyy mahal!!! Simbaaa kamiii nood movies kain kwek kwek kain fried noodles etc. The main event the Meryenda time with your whole fam. You told titooooo😭😭 im very very scared mahal dont know what to say or do. Im glad that we are official na mahal kooo!!!! Im very very happpyyy!!! To be honest i cant help but cry on the way home my tears just fall on its own, im so happy to be with you mahal!. I promise to be with you till the afterlife im yours always. Again lets keep making memories together forever. I love youu so so much mahal!!! Superrr swerteee kooo sayoooooo kala mo baa huhuhuhu hinding hindi mag sasawang mahalin ka mahal ko i love youu so so muchjh!!!!",1728828369837.jpg,1728828370744.jpg,2024-10-13T14:06:11.241Z,0,
670bd46dfd9a252d925a4cfe,Sunday Cuddles Date😘🥺,"Today is Sunday, I am so happy with you mahal ko.\r\nIt was our first Sunday na we are official na. I am very thankful to Lord for  giving you to me. Mahal I really loves hugging you actually I love to rest on you. Mahal ko, noong innannounce ko kala papa mama and ate na we are official. I am so Happy kasi we don't need to hide from them pero yung kiss I think we should hide it pa po. Very unexpected din pala ng ating color ng clothes hahaha. gaya gaya ka po kasi eh. \r\n\r\nPero I really love youu. Thank you pala sa kwekkwek mahal kooo 💖. Please be my end my forever🥺 💖\r\n\r\nHuhhuhu I miss you so much mahal😭. I love youuuu 😘💖\r\n\r\n~🌻",1728828524328.jpeg,1728828524934.png,2024-10-13T14:08:45.411Z,0,
670d3138fd9a252d925a4d34,Food trip with my Mahal 🍟,"Today is ""I Love You Day"" but for me everday is I love you day because you are with me mahal ko 💖. \r\nI love your efforts noong pinuntahan mo po talaga kami ni Errold. Also, pagtreat din sa kanya notbonly me. \r\n\r\nThank you din po sa paglibre sa akin ng Potato corner huhuhu😭🍟. Ang sarap po ng fries mahal ko. I also want to treat you mahal ko kaya bumili ako kwek kwek mo. Kaso Tae ka binalik mo lang din po sa akin yung treat ko tapos mas higit pa.  Pero I appreciate all of those mahal ko. Tyaka mahal, salamat din po sa pagtuturo sa akin mag rubrics. Dati for me boring mga bagay na yan pero nakkaaddict din pala po siya. \r\n\r\nMahal ko, sorry for being masungit and for not malambing. Mahal, please Always take care of yourself and wag mo na po lakasan yung aircon mahal ko 😭. Giniginaw po ako ehhh well anyways po thank you po sa warm hug mo kanina also pag help sa akin sa TP.  Ang dami mo po nagawa for me today mahal and I am always thankful for it po. \r\n\r\nI love youuu mahalll koooo 😘 and I miss youu🥺\r\nYour so sweet mahal ko and I really love it poo 💖\r\n\r\ngood night mahall kooo \r\nI promise  I will not left you alone whatever happens. \r\nmananatili ako here sa tabi mo mahal koo I love youuuu💖",1728917814807.jpeg,1728917815987.jpeg,2024-10-14T14:56:56.631Z,0,
670d36fefd9a252d925a4d39,"You are worth every Money💵, Time⌚, and Efforts 💕","We eat alot ngayong araw mahal, we should drink marami tubig!!. Mahal i just wanna say na i enjoy every thing spent with you time money effort. I want you to know that you are worth everything. I love you like i never loved anyone before. Ill promise to be loving and caring partner to you and i promise to be consistent, i will lobe you tomorrow and so on as i love you yesterday. Mahal na mahal kita. I love youuu so so muchh!",1728919294122.jpeg,1728919294355.jpg,2024-10-14T15:21:34.702Z,0,
670e5bcdfd9a252d925a4d40,"Tears😢, Fears😨 and Assurance🔒","Alot has happened today mahal ko, we cried alot we felt alot we are both scared to lose each other, we both love each other so much, i know we both fear about losing each other, but i have faith in you in us mahal. Naniniwala ako na you will keep your promise.\r\nAnd i too promise that it is going to be you no one else. Just you mahal. Sorry if i feel to much. Sorry for making you cry, I want you to know that i love you so much that what ever happens im here ill stay with you no matter what the circumstances, Im yours mahal na mahal kita. I miss youuu!! Sorry po mahal",1728994244988.jpg,1728994252323.jpg,2024-10-15T12:10:53.148Z,0,
670e89ecfd9a252d925a4d4b,YOU AND ONLY YOU 🥺I love you 💖,"It’s been a week since I say yes to you. I thought today would be good for both of us but I am wrong. Because today we both not okay, we both overthinking and scared about what will possibly happens in the future.\r\nSeeing you sad, thinking deep, and crying hurts me a lot. I know I should cheer up you kaysa makisabay sayo. I tried mahal, I tried to be cheering you up kaso I feel like, I am not good with it. All I know to do is to cry, especially kanina I should be your distraction kanina pero lalo ko pa ata napalala yung nararamdaman mo. I’m so sorry sa bagay n yan. Sorry for being makulit and madrama. I was thinking kanina kung healthy pa ba ako sayo, kasi from the start nafefeel ko ako lagi yung dahilan mahal ko. Tapos ikaw lagi yung nag aadjust, I am so sorry about it mahal ko. \r\n\r\nMahal, I love you please don’t doubt about how I much I love you because I really love you mahal ko. I know nasusungitan na kita and I know I am not that so much malambing sayo mahal ko. Sorry mahal ko huhuhuhu. I cried kanina hindi lang dahil takot ako iwanan mo kasi I also questioning myself if I’m a good girlfriend and partner sayo. I am questioning myself if sapat ba lahat ng ginagawa ko for you or kulang. Kasi natatakot ako na baka nagkukulang ako sayo tapos nahanap mo siya sa iba. Baka hind mo nararamdaman yung peace sa akin mahal ko. Kasi diba dapat, ako yung pahinga mo? Ako dapat nag bibigay sayo ng peace of mind pero hindi ko magawa. Tapos ako pa lagi yung nag rerequest sayo. Sorry mahal ko, I am so sorry kasi naeexperience mo bagay bagay na yan.Akala ko tuloy we can't took our picture for today kasi hndi tayo ganun kasaya. \r\n\r\nMAHAL na Mahal kita mahal ko. I love you. Sana hindi ka mag sasawa sa akin. Sana hindi ka mabored sa akin. Sana wag mo ko iwan. Sana ako na hanggang dulo. I love you; Goodnight I want to be with you forever. \r\n\r\nI am praying for our relationship mahal ko na lakasan ni Lord yung loob natin para kahit anong problema dumating tayo padin hanggang dulo.\r\n\r\n~🌻",1729006059611.jpeg,1729006059655.png,2024-10-15T15:27:40.748Z,0,
670fc92cfd9a252d925a4d61,I choose You 💖,"Today was a beautiful day, I love your lambing, your kisses, your hug, your care, support, and love. \r\nI am very thankful to God for giving you to me. Mahal ko, I know you are not okay but always remember you have me. I am here always and I am love youuu without any conditions okay.\r\n\r\nMahal I want you to rest with me everytime you have problems please rest on me 🥺. Promise I will lessen my overthink. \r\n\r\nMahal ko, thank you for explaining me how to play rubrics, computation at Comprog, and things in this world. Thank you for cheering me up too because I was sad earlier. Also, sa presto po thank you mahal for always helping me. \r\n\r\n\r\nI love you mahal ko!! You are my man and I will always choose you whatever happens. 💖\r\n\r\n~🌻",1729087787809.jpeg,1729087788218.jpeg,2024-10-16T14:09:48.850Z,0,
670fcb9efd9a252d925a4d64,JadeeeCuteee🌻,"Mahal ang cuteee mo po kaninaaa superrr gandaaaaa, mahal koooo you did well sa iyong interview kaninaaa galingg mo pooo !!!  Thenn mahal ang galing mo din po mag rubics cubeee next time ill teach you na harder ones bilis ka po matuto pero mabilis mo lng din po makalimutan hahaha. Taposs mahal koo, its okay na you could tell me things pero gusto ko po sana na if it bothers you enough to make you cry e, tulungan po sana tayo mahal ko. I want you forever mahal ko, kaya po sana habang maaga matutunan na natin na sumandal sa isat isa pag ka may problema. I love youu so so much mahal ko \r\n\r\nNagmamahal,\r\nYour Llenllen",1729088413947.jpeg,1729088414125.jpeg,2024-10-16T14:20:14.197Z,0,
67112645fd9a252d925a4d70,You want to know what love is?,"Mahal, i hope this day has been good for yo, because its not for me. Been hell through a hell of a pain. But this day may not be happy or full of good memories but it teaches us a lesson. What real love is like, love is happiness and sadness, love is pain and joy, love is sacrificing and being sacrifice for, love is unexpected,and a constant mystery, love is war, that we always have to fight for. And most importantly Love is Me and You, Jade & Llen like those examples i gave, we are each others opposite but we seem to attract each other. Lets not let go of each other please im begging you mahal. I put my trust on us that we are going to make it through this life. And we spend those life together. I love you so much mahal. Salamat",1729177153659.jpg,1729177156872.jpg,2024-10-17T14:59:17.946Z,0,
671126aefd9a252d925a4d74,Thrusday ☺️,"\r\n\r\nSobrang excited ako ng pupunta ang mahal\r\nko dito sa bahay. Natutuwa ako sa mga ngiti at tawa ng mahal ko. Lagi kong hinihiling na sana masaya na lang kami araw-araw para wala nang problema. Kaso hindi naman ganun yung relasyon eh. Walang ganun na relasyon magkakaron at magkakaroon ng misunderstanding. Buti na lang handa iexplain ng mahal ko yung mali na nagagawa ko kaso nga lang, hindi ko padin nababago yung masasamang ginagawa ko. Sobrang thankful ako kay Lord na pinakilala ka niya sa akin. \r\n\r\nAyaw ko maging miserable ang buhay ng aking mahal ng dahil sa akin. Isang linggonpalang tayo pero puro iyak na hatid ko sayo. You can say no to me. I will respect it. \r\n\r\n\r\nmahal kita kahit ano pa meron pa dito mamahalin kita kahit magbago ka or hindi! \r\n\r\nmahal mahal na mahal kita\r\n\r\nHndi ko alm paano babawi pero Babawi ako \r\n\r\nSalamat natatakot ako mawala ka sa akin \r\n~🌻",1729177260888.jpeg,1729177261356.png,2024-10-17T15:01:02.055Z,0,
67127986fd9a252d925a4d85,Just a dream 💭,"I'm so scares that you will leave me somday because of what I've done to you. My dream today is so bad, umuulan yun lahat iniwan ako. Lumapit ako sayo pero ayaw mo ako kausapin both of us basang basa. Tapos your ponytail is nasira and ayaw mo na daw ayusin. Gusto mo na daw talaga makipag break sa akin and I'm begging you to not leaving me alone.\r\n\r\nyung mukha mo doon is yung mukha mo kahapon na nagtatampo and tahimik. I was scared mahal sobra ako natatakot kayo kanina, naiiyak ako pagkagising hanggang sa nakita kita. Tuwing naalala ko panaginip nayan Natatakot ako. Hindi na ako makampante kanina pa and hanggang ngayon it's still haunted me mahal. \r\n\r\nHindi ako nawawalan ng tiwala sayo mahal hindi ako galit or naiinis sayo because you act like that. Naiinis ako sa sarili ko na bakit ako ganto? Parang wala na ako pinagkaiba sa mga past ko 😭😭. \r\n\r\nMahal salamat for  forgiven me sa lahat ng ginawa ko sayo😭. \r\n\r\nMahal salmat for cheering me up kanina and sa effort for making me happy. Sobrang nahihiya ako sayo because I acting like I'm the victim. I'm acting like You hurt me. Nahihiya ako sayo because I am the supposedly making efforlta for making you happy. Ako dapat naglalambing 😭. \r\n\r\n\r\nPuro na lang Sad chpter nandito sa diary natin 😭🥺dahil sa akin 🥺pasensya na mahl ko\r\n\r\n~🌻",1729264004760.jpeg,1729264006181.jpeg,2024-10-18T15:06:46.758Z,0,
67127a5afd9a252d925a4d88,Mahal.,"Mahal, i dont know how to describe this day, but ill do what i can. Its our exam day, quite a pressure to feel. but we did our best naman po, hoping we would get a good grade. Mahal i hope masaya ka, kasi you know i would do anything just so i can make you smile you know i will, hindi ko kaya sikmurain. I love you always for ever!!! Sayoo akooo okayyy dont you overthink haa. But if you do i will not forget to reassure you. Mahal na mahal kitaaaa, i made your portfolio nga po pala quite responsive hope you liked it mahal mwaa i love youuuu!!",1729264218509.jpg,1729264218572.jpeg,2024-10-18T15:10:18.621Z,0,
6713cc8cfd9a252d925a4d97,Missing you so much,"Dear mahal ko, \r\n\r\nFirst time natin walang picture para sa araw na to. Alam mo po ba namimiss na kita, gusto na kita ulit makita. Kung alam ko lang, kung alam ko lang hindi pala kami tuloy ni ate pinapunta na sana kita dito para matikman mo yung crispy vegetables ni mama. Sabi nga po ni mama bakit daw wala ka daw ngayon eh. See, pati ata sila hinahanap ka 🤣. Mahal ko you know I love you so much. \r\n\r\nThank you again for cheer me up. Mahal, gusto gusto kita ihug at halikan ng madami sa buo mong mukha. Namimiss na kita sobra.Mahal ayaw kita mawala sa akin sa kahit anong paraan kaya wag mo po ko iiwan 😭 I love youuu pooooo. \r\n\r\nI will pray for your peace of mind mahal. i wish tau hanggang dulo 11:11",1729350792915.jpeg,1729350795053.jpeg,2024-10-19T15:13:16.449Z,0,
6713d741fd9a252d925a4d9f,My productive babyyyy!,"Hellooo mahal!!! Ang productive poo ng araw mo noww eee daming nagawa na chores, mga school task na nagawa syempre hindi rin nakalimutan yung mahal nyaaa. I just want to thankyouuu mahal. You never fail to show me how much you love me im really lucky indeed. Soo lucky i get to be with youu i promise i would never waste our relationship, tayo na to hanggang dulo. Remember mahal kahit anong hamon sa buhay gawin natin lahat ng magkasama kung maari okayyy para sabay tayo mag groww okayyy. Pag mapagod mag pahinga mahal tas laban ulit!! I love youuuu tayooo na tooo mahal koo gagawin natin lahat hanggang dulo mahal na mahal kitaaa!!!",1729353537696.jpg,1729353537759.png,2024-10-19T15:58:57.877Z,0,
6714f3f0fd9a252d925a4da7,Busyyy ang mahal!!!,"Hello mahal.. ahmmm all i can say about this day it is about missing youuuuu!! Una sinamahan mo brother mooo sa montalban tas nag asikaso chores tas nag punta kay ate... Miss na miss na kitaa mahal ko sobra sobra.. Thankyouu kahit napaka busy mo e naisisingit mong kamustahin ako, miss kita palagi mahal ko. I know how dedicated you are in achieving your dreams. Pero sana gustohin mo ako na kasama sa pag tupad mo ng mga pangarap na yon. I love youuu so so much mahal koo!!! Ill wait for youu palagii i love youuu so so muchh!!!! Cuteee moooo pa kisss!!!",1729426405696.jpeg,1729426412144.jpg,2024-10-20T12:13:36.087Z,0,
67151c45898aaeafc14ef1d0,I miss you part 2 tae ka mahal,"Dear my mahal, \r\n\r\nunang una sa lahat sobrang miss na kita. h\r\nHindi ko na po alam ilalagay sa picture dito sa diary kasi wala tayong picture today. Hndi din po tayo nakapag church. Alam mo po ba Ikaw lang usapan namin ni ate ehehehe. Mahal, proud k po ba sa akin kasi strong girl and independent po ako ngayon araw. \r\n\r\nI did a lot of activities earlier sobrang nakkapagod and I want to rest on you. Kanina sa Jeep I would like to sleep tapos naiimagine kita kayakap ko sa Jeep huhuhu. Also mahal super proud po ako sayo kasi nalinis ko na kwarto mooo may kiss ka po sa akin sa Wed ehehehe or Thursday💖😉\r\n\r\nI really miss you sorry po kasi hindi tayo nakapagreview today an nakapagusap ng maayus!! \r\nhuhuhu \r\n\r\nmahal I love youuu po I will hug you tomorrow super higpit because I really miss you I do. \r\n\r\n🌻",1729436739395.jpeg,1729436739412.png,2024-10-20T15:05:41.401Z,0,
671654e3898aaeafc14ef251,Sorry po..,"Mahal... Sorry kasi malungkot ako kanina i couldn't keep up with your energy but im doing my best pero sobrang bigay po kasi ng nararamdaman ko mahal ko, pasensya na po talaga. But believe me i am very happy i see youu!! Gustoo ulit kita makita bukas at makasama mahal na mahal kita!!! I miss youuu!! Mahal na mahal po kitaaa haa please dont leave me mahal... Please .. I love youuu so so muchhh!",1729516756827.jpg,1729516767022.jpg,2024-10-21T13:19:31.747Z,0,
671672e5898aaeafc14ef26a,My Energy ☀️,"Dear mahal, \r\n\r\nI'm so happy na nagkita tayong dalawa ulit. Although, mabigat padin nararamdaman mo I, hope kahit papaano napagaan ko po iyon. \r\n\r\nMahal I am really happy po kasi napakilala na kita sa side ni papa. Then you can kiss me on my forehead kasi alam naman na nila papa hahaha. Mahal I hope you also happy today and fine. \r\n\r\nMahal, I know ako ang dahilan and I  very sorry. I want you to know that I really love you. I do. \r\nmahal na mahal kita and miss na kita. Anyways po I really miss you mahal ko. Grabi talaga kanina sa super miss ko sayo nakwsnto na kita sa relatives ko and sabi ni Ama You are so handsome mahal ❤️\r\n\r\n\r\nthank you for giving me an energy mahal!! \r\n\r\n~🌻",1729524453599.jpeg,1729524453679.jpeg,2024-10-21T15:27:33.735Z,0,
6717bd903d682aba2eeb69c0,My Baby!!! 💝,"Ayunn mahal... Dayy started na super nag crave akoo na malitaa kaa. Nag madali talaga kooo ligooo talaga agad. I just want to really see youu thoo i woke up na super heavy ng pakiramdam and i continuesly go on, you never miss to comfort me mahal i really appreciate your efforts mahal koo hinding hindi kita iiwan not because things you doing for me but because mahal na mahal kita ng sobraaa. Thankyouuu huggsss kisses and sa pameryendaaa and sa little cooking time natinnn mahal kooo i love youuu!!!! Mahal na mahal kitaaa!!!",1729609103159.png,1729609103743.png,2024-10-22T14:58:24.404Z,0,1.mp4
6717c0ea3d682aba2eeb69d6,Cuddles🫶🏼💓,"\r\nHi my mahal, thank you for this wonderful day. \r\n\r\nMAHAL I'm so happy na I see your precious smile again. Nag exam tayo tapos suspended na hahaha buti na lang ksi wala talaga ako review hahaha. Kahit suspended I am happy na sumama ka sa akin.  tapos nalubog pa ako sa putik na muntikan ko na ikabadtrip buti na lamg nandyan ka po. Thank you for cuddles mahal I really Love it po. Thank you din po for explaining for what I've done to you. I also enjoy our video call while playing roblox hahaha. Tapos pinakagusto kong moment natin is nagluto tayoooo hahaha, tapos nagpapanic ka sa akin hahaha That was so fun mahal ko. Mahal I realized na I am really lucky sayo! thank you for loving me 💖 I learned a lot po sau ngayon araw lalo na po how I am unfair to you before I will work on it mahal ko💖💖I loveyou mahal koo we will be forever 😘\r\n\r\n-🌻\r\n",1729609961827.jpeg,1729609961834.jpeg,2024-10-22T15:12:42.054Z,0,
671909b4892ab06eed36f9ca,Bussyyy po ako mahal sorry!,"Ayunnn busy day for meee... Didn't have much time to bond with my mahal but at the end of the day we did try to bond she asked me to teach her how to program, We did try eventually, super saya ko palagii na every time na kikiligin ka sakin or natutuwa ka pag nakakasalamuha mo koo ang saya koooo hehehe, i love youuu mahal koooo. I love youuu so so muchhh mahal!!!Wag mo ko iiwan haaaa pleaseee😭",1729694132493.jpeg,1729694132511.jpeg,2024-10-23T14:35:32.567Z,0,
67190a34892ab06eed36f9ce,Long distance 😭,"Hello mahal ko, sobrang miss na miss na po kita. Sayang dahil hindi natuloy ang ating date sa South. Mahal Thank you for being always with me. Thank you po sa paonline tutorial mo sa akin. \r\nAng dami ko na naman po natutunan mula sayo. I love you my darling baby mahal. i really miss you lao na kanina nagaayus ka ng Christmas decor niyo pero okay lang po kasi fam bonding niyo na din po yun eh. \r\n\r\n\r\nMahal I am happy kasi narinig ko boses mo and mujha mo kahit sa pictures lang. I really want to hug you mahal. \r\n\r\nthank you for today 💖 I hope matapos na ang bagyo para mayakap na muli kita at makita. ps ang cute po po sa second pic\r\n-🌻",1729694260158.jpeg,1729694260304.jpeg,2024-10-23T14:37:40.392Z,0,
671a59ce0ab65b9481d210f7,Cold Movie Night,"Ayunnn nag simula ang araw namin kwentohan s ng panaginip kasii takot kaming mawala ang isat isa. The day is spent wanting to go to each other because we miss each other soooo muchh we want to hug we want to see other we want to feel each others warmth. Then at night we watch the movie FIREFLY, it was good movie was goood alsooo syempre mas good ang kahit anong movie pag kasama mo yujg taong mahal moo. Tho we want to watch another movie hindi na namin tinuloy need namin tipirin battery ng gadgets namin incase of emergency and ayonnn we proceed on writing this diaries but pa to kumpleto yung journal ng thesis wala emeee. Anyways miss na miss na kitaa mahal koooo sobraaaaaaaaa!!! Nakoo kaaa . I love youuu mahal stay with your Llen okayy?? Hinding hindi kita iiwan mahal kooo! I love youuu so so muchh!!! Mwaaa! ",1729780174001.jpeg,1729780174022.jpeg,2024-10-24T14:29:34.100Z,0,
